0,1,2,3,4
-351.5626,73.89669,-60.262115,-12.9950695,-17.067688
-163.37767,123.20541,-63.611095,-13.721786,-23.96129
-303.94604,56.635086,-24.990957,9.145712,-9.442984
-432.86398,48.5336,50.05092,26.08543,31.196966
-362.00412,90.499275,-24.758978,-0.5928202,4.846174
-313.9797,84.97572,-44.12691,10.608752,-20.368841
-417.64713,62.8974,-66.83563,-5.403757,-3.658726
-226.54306,-39.446793,-117.47178,6.6352534,10.212262
-381.4949,107.2587,-11.012163,3.6846242,-8.247163
-251.38216,35.124405,-65.151825,-20.548008,-25.108591
-291.8105,-4.0420794,-70.25991,-5.137973,-33.189423
-454.97336,101.518845,-3.8634999,19.925228,22.970304
-501.9635,28.21921,-79.98718,-4.375209,-10.335253
-339.46405,61.624504,-66.999405,-11.844494,-13.130727
-236.48091,51.47439,-47.847164,-23.94763,-20.267254
-358.8712,73.45773,20.621828,47.549152,20.918394
-440.8476,105.86613,-42.13319,-11.309054,-17.965528
